sourceProject,sourceScenarioKey,sourceCaseKey,caseKey,caseName,caseWeight,scenarioKey,scenario,directionalScore,legalStability,rightsProtection,democraticResponsiveness,independenceAccountabilityBalance,legitimacy,partisanAlignment,shadowDocketAbuse,constitutionalConflict,reversalRate
Constitutional Review Simulator,legislative-override-court,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.607,0.890,0.738,0.464,0.892,0.712,0.112,0.066,0.239,0.336
Constitutional Review Simulator,accountability-retention-court,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.639,0.909,0.733,0.481,0.820,0.734,0.092,0.061,0.228,0.209
Constitutional Review Simulator,independence-accountability-hybrid,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.655,0.928,0.748,0.470,0.923,0.765,0.103,0.002,0.215,0.333
Constitutional Review Simulator,weak-form-review,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.706,0.966,0.724,0.503,0.946,0.772,0.083,0.059,0.196,0.000
Constitutional Review Simulator,suspended-declaration-review,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.691,0.937,0.730,0.514,0.924,0.770,0.107,0.002,0.231,0.414
Constitutional Review Simulator,override-clause-review,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.631,0.908,0.742,0.464,0.910,0.749,0.105,0.062,0.208,0.317
Constitutional Review Simulator,pre-enactment-review,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.667,0.958,0.766,0.473,0.927,0.764,0.091,0.059,0.221,0.223
Constitutional Review Simulator,abstract-review-tribunal,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.658,0.919,0.770,0.466,0.868,0.758,0.111,0.003,0.220,0.374
Constitutional Review Simulator,ombudsman-triggered-review,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.620,0.894,0.740,0.460,0.932,0.740,0.112,0.063,0.238,0.366
Constitutional Review Simulator,constitutional-public-defender,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.633,0.898,0.774,0.462,0.924,0.752,0.120,0.002,0.227,0.441
Constitutional Review Simulator,rights-impact-statement-review,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__rights-impact-statement-review,Constitutional Review Simulator: Rights-impact statements before review,0.702,0.960,0.807,0.475,0.855,0.786,0.084,0.058,0.218,0.191
Constitutional Review Simulator,mandatory-legislative-response,low-appointment-polarization,crs__low-appointment-polarization,Constitutional Review Simulator: Low appointment polarization,1.0,crs__mandatory-legislative-response,Constitutional Review Simulator: Mandatory legislative response cycles,0.679,0.931,0.723,0.475,0.931,0.794,0.093,0.002,0.185,0.343
Constitutional Review Simulator,current-federal-court,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__current-federal-court,Constitutional Review Simulator: Current-style federal supreme court,0.504,0.764,0.665,0.384,0.743,0.556,0.283,0.381,0.365,0.306
Constitutional Review Simulator,eighteen-year-terms,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__eighteen-year-terms,Constitutional Review Simulator: Staggered 18-year nonrenewable terms,0.514,0.773,0.673,0.395,0.838,0.566,0.260,0.380,0.360,0.279
Constitutional Review Simulator,fifteen-justice-commission,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__fifteen-justice-commission,Constitutional Review Simulator: Fifteen-justice supermajority commission court,0.595,0.871,0.734,0.456,0.902,0.693,0.206,0.064,0.264,0.400
Constitutional Review Simulator,supermajority-invalidation,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__supermajority-invalidation,Constitutional Review Simulator: Supermajority required to invalidate laws,0.582,0.874,0.728,0.450,0.775,0.663,0.237,0.070,0.266,0.386
Constitutional Review Simulator,strict-recusal-court,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__strict-recusal-court,Constitutional Review Simulator: Strict recusal with substitute justices,0.602,0.870,0.733,0.457,0.916,0.711,0.206,0.065,0.263,0.386
Constitutional Review Simulator,reasoned-emergency-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__reasoned-emergency-review,Constitutional Review Simulator: Reasoned emergency orders with merits follow-up,0.601,0.868,0.733,0.452,0.826,0.721,0.233,0.004,0.257,0.508
Constitutional Review Simulator,panel-en-banc-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__panel-en-banc-review,Constitutional Review Simulator: Panel review with en banc safety valve,0.593,0.869,0.735,0.457,0.926,0.707,0.202,0.064,0.263,0.399
Constitutional Review Simulator,dual-cross-checking-courts,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__dual-cross-checking-courts,Constitutional Review Simulator: Dual supreme courts with cross-checking invalidations,0.610,0.904,0.744,0.470,0.892,0.738,0.183,0.004,0.260,0.354
Constitutional Review Simulator,constitutional-council,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__constitutional-council,Constitutional Review Simulator: Pre-enactment constitutional council,0.616,0.942,0.739,0.469,0.930,0.741,0.171,0.062,0.250,0.283
Constitutional Review Simulator,legislative-override-court,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.568,0.849,0.725,0.455,0.899,0.680,0.227,0.068,0.275,0.432
Constitutional Review Simulator,accountability-retention-court,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.592,0.869,0.724,0.480,0.811,0.703,0.197,0.062,0.263,0.295
Constitutional Review Simulator,independence-accountability-hybrid,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.622,0.905,0.743,0.467,0.927,0.741,0.188,0.004,0.243,0.393
Constitutional Review Simulator,weak-form-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.688,0.955,0.711,0.507,0.947,0.735,0.157,0.062,0.219,0.000
Constitutional Review Simulator,suspended-declaration-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.660,0.919,0.714,0.519,0.928,0.749,0.198,0.004,0.262,0.484
Constitutional Review Simulator,override-clause-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.588,0.872,0.730,0.454,0.916,0.721,0.211,0.064,0.235,0.410
Constitutional Review Simulator,pre-enactment-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.638,0.947,0.766,0.471,0.921,0.745,0.163,0.059,0.248,0.266
Constitutional Review Simulator,abstract-review-tribunal,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.624,0.895,0.768,0.462,0.876,0.734,0.205,0.005,0.248,0.439
Constitutional Review Simulator,ombudsman-triggered-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.594,0.870,0.733,0.456,0.934,0.717,0.202,0.068,0.267,0.415
Constitutional Review Simulator,constitutional-public-defender,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.606,0.874,0.770,0.458,0.927,0.729,0.216,0.004,0.254,0.496
Constitutional Review Simulator,rights-impact-statement-review,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__rights-impact-statement-review,Constitutional Review Simulator: Rights-impact statements before review,0.664,0.945,0.803,0.471,0.846,0.757,0.160,0.057,0.245,0.250
Constitutional Review Simulator,mandatory-legislative-response,high-appointment-polarization,crs__high-appointment-polarization,Constitutional Review Simulator: High appointment polarization,1.0,crs__mandatory-legislative-response,Constitutional Review Simulator: Mandatory legislative response cycles,0.640,0.906,0.709,0.472,0.927,0.771,0.172,0.003,0.210,0.421
Constitutional Review Simulator,current-federal-court,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__current-federal-court,Constitutional Review Simulator: Current-style federal supreme court,0.554,0.833,0.750,0.443,0.694,0.609,0.179,0.339,0.309,0.153
Constitutional Review Simulator,eighteen-year-terms,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__eighteen-year-terms,Constitutional Review Simulator: Staggered 18-year nonrenewable terms,0.565,0.845,0.760,0.454,0.789,0.621,0.161,0.329,0.302,0.133
Constitutional Review Simulator,fifteen-justice-commission,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__fifteen-justice-commission,Constitutional Review Simulator: Fifteen-justice supermajority commission court,0.661,0.932,0.796,0.489,0.859,0.736,0.129,0.058,0.218,0.180
Constitutional Review Simulator,supermajority-invalidation,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__supermajority-invalidation,Constitutional Review Simulator: Supermajority required to invalidate laws,0.652,0.936,0.792,0.485,0.726,0.711,0.147,0.065,0.219,0.167
Constitutional Review Simulator,strict-recusal-court,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__strict-recusal-court,Constitutional Review Simulator: Strict recusal with substitute justices,0.669,0.932,0.795,0.489,0.877,0.756,0.128,0.059,0.217,0.170
Constitutional Review Simulator,reasoned-emergency-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__reasoned-emergency-review,Constitutional Review Simulator: Reasoned emergency orders with merits follow-up,0.673,0.936,0.793,0.485,0.777,0.770,0.145,0.002,0.207,0.241
Constitutional Review Simulator,panel-en-banc-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__panel-en-banc-review,Constitutional Review Simulator: Panel review with en banc safety valve,0.656,0.927,0.795,0.488,0.890,0.749,0.128,0.059,0.219,0.189
Constitutional Review Simulator,dual-cross-checking-courts,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__dual-cross-checking-courts,Constitutional Review Simulator: Dual supreme courts with cross-checking invalidations,0.671,0.956,0.802,0.497,0.850,0.788,0.115,0.001,0.211,0.150
Constitutional Review Simulator,constitutional-council,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__constitutional-council,Constitutional Review Simulator: Pre-enactment constitutional council,0.671,0.968,0.800,0.497,0.942,0.791,0.110,0.056,0.210,0.115
Constitutional Review Simulator,legislative-override-court,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.642,0.920,0.791,0.489,0.856,0.728,0.141,0.061,0.224,0.198
Constitutional Review Simulator,accountability-retention-court,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.660,0.937,0.797,0.503,0.858,0.757,0.121,0.056,0.212,0.099
Constitutional Review Simulator,independence-accountability-hybrid,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.681,0.957,0.800,0.494,0.895,0.792,0.118,0.001,0.199,0.174
Constitutional Review Simulator,weak-form-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.702,0.971,0.787,0.513,0.929,0.798,0.102,0.058,0.197,0.000
Constitutional Review Simulator,suspended-declaration-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.715,0.958,0.786,0.520,0.897,0.782,0.125,0.001,0.211,0.243
Constitutional Review Simulator,override-clause-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.653,0.933,0.794,0.488,0.877,0.757,0.130,0.061,0.204,0.181
Constitutional Review Simulator,pre-enactment-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.686,0.970,0.819,0.498,0.942,0.792,0.103,0.058,0.208,0.095
Constitutional Review Simulator,abstract-review-tribunal,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.687,0.950,0.818,0.490,0.831,0.778,0.130,0.002,0.203,0.209
Constitutional Review Simulator,ombudsman-triggered-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.657,0.927,0.793,0.485,0.912,0.758,0.129,0.059,0.221,0.208
Constitutional Review Simulator,constitutional-public-defender,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.668,0.934,0.804,0.485,0.899,0.766,0.138,0.001,0.208,0.257
Constitutional Review Simulator,rights-impact-statement-review,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__rights-impact-statement-review,Constitutional Review Simulator: Rights-impact statements before review,0.719,0.972,0.860,0.499,0.893,0.820,0.099,0.055,0.206,0.083
Constitutional Review Simulator,mandatory-legislative-response,low-rights-threat,crs__low-rights-threat,Constitutional Review Simulator: Low rights threat,1.0,crs__mandatory-legislative-response,Constitutional Review Simulator: Mandatory legislative response cycles,0.692,0.957,0.786,0.497,0.934,0.812,0.107,0.001,0.185,0.188
Constitutional Review Simulator,current-federal-court,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__current-federal-court,Constitutional Review Simulator: Current-style federal supreme court,0.499,0.725,0.695,0.412,0.831,0.571,0.205,0.430,0.393,0.415
Constitutional Review Simulator,eighteen-year-terms,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__eighteen-year-terms,Constitutional Review Simulator: Staggered 18-year nonrenewable terms,0.507,0.733,0.695,0.418,0.915,0.578,0.190,0.423,0.388,0.397
Constitutional Review Simulator,fifteen-justice-commission,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__fifteen-justice-commission,Constitutional Review Simulator: Fifteen-justice supermajority commission court,0.572,0.804,0.750,0.479,0.938,0.697,0.166,0.074,0.297,0.678
Constitutional Review Simulator,supermajority-invalidation,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__supermajority-invalidation,Constitutional Review Simulator: Supermajority required to invalidate laws,0.564,0.816,0.746,0.476,0.863,0.675,0.180,0.076,0.297,0.661
Constitutional Review Simulator,strict-recusal-court,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__strict-recusal-court,Constitutional Review Simulator: Strict recusal with substitute justices,0.577,0.805,0.748,0.480,0.937,0.715,0.166,0.073,0.295,0.667
Constitutional Review Simulator,reasoned-emergency-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__reasoned-emergency-review,Constitutional Review Simulator: Reasoned emergency orders with merits follow-up,0.584,0.811,0.763,0.487,0.906,0.735,0.179,0.009,0.286,0.782
Constitutional Review Simulator,panel-en-banc-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__panel-en-banc-review,Constitutional Review Simulator: Panel review with en banc safety valve,0.565,0.798,0.750,0.480,0.937,0.709,0.164,0.074,0.298,0.688
Constitutional Review Simulator,dual-cross-checking-courts,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__dual-cross-checking-courts,Constitutional Review Simulator: Dual supreme courts with cross-checking invalidations,0.573,0.832,0.754,0.490,0.932,0.739,0.154,0.009,0.291,0.684
Constitutional Review Simulator,constitutional-council,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__constitutional-council,Constitutional Review Simulator: Pre-enactment constitutional council,0.572,0.910,0.739,0.481,0.862,0.736,0.147,0.071,0.288,0.593
Constitutional Review Simulator,legislative-override-court,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.552,0.793,0.748,0.480,0.939,0.691,0.175,0.075,0.300,0.688
Constitutional Review Simulator,accountability-retention-court,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.561,0.803,0.716,0.490,0.722,0.702,0.158,0.071,0.296,0.566
Constitutional Review Simulator,independence-accountability-hybrid,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.587,0.837,0.756,0.490,0.932,0.743,0.155,0.008,0.278,0.704
Constitutional Review Simulator,weak-form-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.687,0.944,0.685,0.533,0.914,0.719,0.124,0.072,0.236,0.000
Constitutional Review Simulator,suspended-declaration-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.640,0.880,0.718,0.553,0.929,0.768,0.161,0.009,0.299,0.782
Constitutional Review Simulator,override-clause-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.570,0.814,0.748,0.480,0.937,0.737,0.166,0.076,0.255,0.671
Constitutional Review Simulator,pre-enactment-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.595,0.915,0.774,0.483,0.845,0.740,0.142,0.068,0.285,0.576
Constitutional Review Simulator,abstract-review-tribunal,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.596,0.829,0.798,0.489,0.928,0.741,0.165,0.009,0.282,0.746
Constitutional Review Simulator,ombudsman-triggered-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.565,0.800,0.754,0.479,0.916,0.721,0.167,0.073,0.300,0.714
Constitutional Review Simulator,constitutional-public-defender,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.580,0.805,0.854,0.489,0.926,0.746,0.175,0.008,0.288,0.806
Constitutional Review Simulator,rights-impact-statement-review,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__rights-impact-statement-review,Constitutional Review Simulator: Rights-impact statements before review,0.621,0.915,0.805,0.483,0.757,0.754,0.137,0.069,0.282,0.543
Constitutional Review Simulator,mandatory-legislative-response,high-rights-threat,crs__high-rights-threat,Constitutional Review Simulator: High rights threat,1.0,crs__mandatory-legislative-response,Constitutional Review Simulator: Mandatory legislative response cycles,0.613,0.849,0.705,0.494,0.869,0.794,0.146,0.008,0.205,0.718
Constitutional Review Simulator,current-federal-court,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__current-federal-court,Constitutional Review Simulator: Current-style federal supreme court,0.547,0.798,0.693,0.415,0.731,0.649,0.195,0.364,0.330,0.247
Constitutional Review Simulator,eighteen-year-terms,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__eighteen-year-terms,Constitutional Review Simulator: Staggered 18-year nonrenewable terms,0.556,0.810,0.701,0.428,0.826,0.661,0.178,0.355,0.323,0.224
Constitutional Review Simulator,fifteen-justice-commission,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__fifteen-justice-commission,Constitutional Review Simulator: Fifteen-justice supermajority commission court,0.656,0.896,0.743,0.474,0.892,0.787,0.145,0.060,0.233,0.333
Constitutional Review Simulator,supermajority-invalidation,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__supermajority-invalidation,Constitutional Review Simulator: Supermajority required to invalidate laws,0.644,0.905,0.739,0.471,0.763,0.761,0.163,0.062,0.233,0.315
Constitutional Review Simulator,strict-recusal-court,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__strict-recusal-court,Constitutional Review Simulator: Strict recusal with substitute justices,0.662,0.898,0.743,0.476,0.908,0.808,0.145,0.059,0.231,0.320
Constitutional Review Simulator,reasoned-emergency-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__reasoned-emergency-review,Constitutional Review Simulator: Reasoned emergency orders with merits follow-up,0.666,0.900,0.744,0.470,0.814,0.821,0.162,0.003,0.223,0.415
Constitutional Review Simulator,panel-en-banc-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__panel-en-banc-review,Constitutional Review Simulator: Panel review with en banc safety valve,0.652,0.892,0.742,0.473,0.918,0.799,0.146,0.061,0.234,0.343
Constitutional Review Simulator,dual-cross-checking-courts,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__dual-cross-checking-courts,Constitutional Review Simulator: Dual supreme courts with cross-checking invalidations,0.662,0.923,0.749,0.484,0.882,0.837,0.133,0.003,0.230,0.306
Constitutional Review Simulator,constitutional-council,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__constitutional-council,Constitutional Review Simulator: Pre-enactment constitutional council,0.664,0.954,0.743,0.484,0.935,0.844,0.124,0.057,0.224,0.239
Constitutional Review Simulator,legislative-override-court,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__legislative-override-court,Constitutional Review Simulator: Judicial review with delayed legislative override,0.636,0.886,0.738,0.474,0.890,0.778,0.156,0.060,0.238,0.343
Constitutional Review Simulator,accountability-retention-court,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__accountability-retention-court,Constitutional Review Simulator: Retention-election accountability court,0.657,0.906,0.732,0.496,0.822,0.808,0.133,0.054,0.227,0.214
Constitutional Review Simulator,independence-accountability-hybrid,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__independence-accountability-hybrid,Constitutional Review Simulator: Hybrid court balancing independence and accountability,0.675,0.925,0.748,0.481,0.921,0.843,0.137,0.002,0.215,0.336
Constitutional Review Simulator,weak-form-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__weak-form-review,Constitutional Review Simulator: Weak-form review with legislative reply,0.719,0.965,0.726,0.521,0.945,0.890,0.113,0.059,0.200,0.000
Constitutional Review Simulator,suspended-declaration-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__suspended-declaration-review,Constitutional Review Simulator: Suspended declarations of invalidity,0.719,0.937,0.736,0.532,0.922,0.844,0.142,0.003,0.229,0.409
Constitutional Review Simulator,override-clause-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__override-clause-review,Constitutional Review Simulator: Strong-form review with explicit override clause,0.658,0.906,0.742,0.475,0.908,0.827,0.147,0.057,0.203,0.325
Constitutional Review Simulator,pre-enactment-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__pre-enactment-review,Constitutional Review Simulator: Pre-enactment review before laws take effect,0.684,0.957,0.770,0.486,0.928,0.851,0.119,0.058,0.222,0.220
Constitutional Review Simulator,abstract-review-tribunal,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__abstract-review-tribunal,Constitutional Review Simulator: Abstract review tribunal,0.683,0.917,0.776,0.477,0.865,0.833,0.149,0.003,0.219,0.379
Constitutional Review Simulator,ombudsman-triggered-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__ombudsman-triggered-review,Constitutional Review Simulator: Ombudsman-triggered constitutional review,0.648,0.891,0.740,0.469,0.930,0.806,0.148,0.062,0.237,0.366
Constitutional Review Simulator,constitutional-public-defender,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__constitutional-public-defender,Constitutional Review Simulator: Constitutional public defender access model,0.659,0.897,0.775,0.470,0.922,0.820,0.158,0.003,0.224,0.433
Constitutional Review Simulator,rights-impact-statement-review,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__rights-impact-statement-review,Constitutional Review Simulator: Rights-impact statements before review,0.714,0.960,0.806,0.489,0.858,0.879,0.113,0.054,0.218,0.195
Constitutional Review Simulator,mandatory-legislative-response,high-public-trust,crs__high-public-trust,Constitutional Review Simulator: High public trust,1.0,crs__mandatory-legislative-response,Constitutional Review Simulator: Mandatory legislative response cycles,0.697,0.929,0.725,0.487,0.931,0.890,0.123,0.002,0.183,0.343
Constitutional Review Simulator,current-federal-court,low-public-trust,crs__low-public-trust,Constitutional Review Simulator: Low public trust,1.0,crs__current-federal-court,Constitutional Review Simulator: Current-style federal supreme court,0.503,0.781,0.677,0.396,0.752,0.491,0.211,0.367,0.358,0.292
